Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
B02,ACH2 4 copies/rxn,env,0.810600340366364,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,16.212007522583,,,1.57910192012787,0.344321101903915,10163,7,10156,,,,,,,,,,,,,,,,gag,1.75025837951754,,,3.99002795678517,0,63.6397799040458,,,93.2510031259017,34.0285566821899,5648.19998604911,1303.04363343583,1306.03645981272,,,,,1.15956211090088,0.539913535118103,,,,,,,2.86801716772012,0.632499591314958,,,78.4172843945012,48.8622754135905
B02,ACH2 4 copies/rxn,gag,0.463131815195084,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,9.26263618469238,,,1.09224104881287,0.139730826020241,10163,4,10159,,,,,,,,,,,,,,,,,,,,,,,,,,,8069.09240722656,1303.37357726624,1306.03645981272,,,,,0.739824295043945,0.265931159257889,,,,,,,,,,,,
C01,ACH2 200 copies/rxn,pol early,10.011155128479,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,200.223098754883,,,11.803750038147,8.22128963470459,14162,120,14042,,,,,,,,,,,,,,,,gag,0.983536574968233,,,1.23138458043219,0.735688569504273,49.5849981986838,,,55.884482563936,43.2855138334317,1584.15748087565,356.415486066128,366.818609874711,,,,,10.9254035949707,9.09761810302734,,,,,,,1.1099895982228,0.857083551713671,,,52.7990197980903,46.3709765992774
C01,ACH2 200 copies/rxn,env,10.681604385376,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,213.632080078125,,,12.533561706543,8.83255958557129,14162,128,14034,,,,,,,,,,,,,,,,gag,1.04940423532868,,,1.30965120610389,0.789157264553483,51.2053316392401,,,57.4016029321174,45.0090603463627,7194.23171615601,1287.79746647215,1341.18142240773,,,,,11.6261167526245,9.7378511428833,,,,,,,1.18218324733831,0.916625223319063,,,54.3666932411105,48.0439700373696
C01,ACH2 200 copies/rxn,gag,10.178731918335,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,203.574645996094,,,11.9863424301147,8.3738956451416,14162,122,14040,,,,,,,,,,,,,,,,,,,,,,,,,,,8184.43169665727,1281.71728184801,1341.18142240773,,,,,11.1006355285645,9.2575511932373,,,,,,,,,,,,
C02,ACH2 4 copies/rxn,pol early,0.405609577894211,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,8.11219120025635,,,0.956549882888794,0.122377961874008,11604,4,11600,,,,,,,,,,,,,,,,gag,1,,,2.45422754829228,0,50,,,86.355688707307,13.644311292693,1572.45440673828,363.581551551819,363.998260567739,,,,,0.647926568984985,0.232904210686684,,,,,,,1.72351625772827,0.276483742271731,,,68.0879064432067,31.9120935567933
C02,ACH2 4 copies/rxn,env,0.304194092750549,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,6.08388185501099,,,0.806387782096863,0.0721882730722427,11604,3,11601,,,,,,,,,,,,,,,,gag,0.74996772593444,,,1.93902537059653,0,42.8560889906684,,,81.6838931978879,4.02828478344889,8926.63297526042,1298.94418243153,1300.91618056825,,,,,0.520828187465668,0.15806970000267,,,,,,,1.33918932528772,0.160746126581165,,,62.0966876252749,23.6154903560619
C02,ACH2 4 copies/rxn,gag,0.405609577894211,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,8.11219120025635,,,0.956549882888794,0.122377961874008,11604,4,11600,,,,,,,,,,,,,,,,,,,,,,,,,,,8291.13391113281,1298.50576066116,1300.91618056825,,,,,0.647926568984985,0.232904210686684,,,,,,,,,,,,
D01,ACH2 20 copies/rxn ,pol early,1.73905503749847,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,34.7811012268066,,,2.57479500770569,1.1075599193573,14894,22,14872,,,,,,,,,,,,,,,,gag,1.22238646489202,,,1.99187746166005,0.452895468123988,55.0033256682659,,,70.5832152733148,39.423436063217,1626.35200916637,361.361649208007,363.230172634829,,,,,2.13623642921448,1.39451801776886,,,,,,,1.61123288666043,0.833540043123604,,,62.8763018952983,47.1303494412335
D01,ACH2 20 copies/rxn ,env,1.73905503749847,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,34.7811012268066,,,2.57479500770569,1.1075599193573,14894,22,14872,,,,,,,,,,,,,,,,gag,1.22238646489202,,,1.99187746166005,0.452895468123988,55.0033256682659,,,70.5832152733148,39.423436063217,7276.0214510831,1364.66175157733,1373.39344980407,,,,,2.13623642921448,1.39451801776886,,,,,,,1.61123288666043,0.833540043123604,,,62.8763018952983,47.1303494412335
D01,ACH2 20 copies/rxn ,gag,1.42267203330994,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,28.453441619873,,,2.18957328796387,0.860115766525269,14894,18,14876,,,,,,,,,,,,,,,,,,,,,,,,,,,8703.39930555555,1364.524123009,1373.39344980407,,,,,1.78485858440399,1.11325252056122,,,,,,,,,,,,
D02,ACH2 4 copies/rxn,pol early,0.0972973257303238,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,1.94594645500183,,,0.464764565229416,0.00408632587641478,12092,1,12091,,,,,,,,,,,,,,,,gag,,,,,,100,,,249.812352008488,0,1059.81823730469,366.596927362975,366.654256283744,,,,,0.242187947034836,0.0263667795807123,,,,,,,,,,,168.451039151006,31.5489608489944
D02,ACH2 4 copies/rxn,env,0.0972973257303238,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,1.94594645500183,,,0.464764565229416,0.00408632587641478,12092,1,12091,,,,,,,,,,,,,,,,gag,,,,,,100,,,249.812352008488,0,3926.80126953125,1323.11328372856,1323.32860691627,,,,,0.242187947034836,0.0263667795807123,,,,,,,,,,,168.451039151006,31.5489608489944
D02,ACH2 4 copies/rxn,gag,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,0,,,0.291526824235916,0,12092,0,12092,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1323.32860691627,1323.32860691627,,,,,0.133202061057091,0,,,,,,,,,,,,
E01,ACH2 20 copies/rxn ,pol early,1.7413581609726,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,34.8271636962891,,,2.65146422386169,1.06824684143066,12846,19,12827,,,,,,,,,,,,,,,,gag,1.05559662942029,,,1.74377404258412,0.367419216256451,51.3523234233938,,,67.638705558765,35.0659412880226,1672.33422851563,361.485573534045,363.424396859957,,,,,2.17187118530273,1.37197494506836,,,,,,,1.4032641177677,0.707929141072879,,,59.5802098128045,43.1244370339831
E01,ACH2 20 copies/rxn ,env,1.64964354038239,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,32.9928703308105,,,2.53902745246887,0.997299671173096,12846,18,12828,,,,,,,,,,,,,,,,gag,1,,,1.66084953640666,0.339150463593344,50,,,66.5212384101664,33.4787615898336,7445.40778266059,1349.11762562756,1357.65983509561,,,,,2.06966400146484,1.29083251953125,,,,,,,1.33384001379423,0.666159986205773,,,58.3460003448557,41.6539996551443
E01,ACH2 20 copies/rxn ,gag,1.64964354038239,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,32.9928703308105,,,2.53902745246887,0.997299671173096,12846,18,12828,,,,,,,,,,,,,,,,,,,,,,,,,,,8166.83905707465,1348.1053273005,1357.65983509561,,,,,2.06966400146484,1.29083251953125,,,,,,,,,,,,
E02,H2O neg ,pol early,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,0,,,0.285852581262589,0,12332,0,12332,,,,,,,,,,,,,,,,gag,,,,,,,,,,,0,351.844969497963,351.844969497962,,,,,0.130609601736069,0,,,,,,,,,,,,
E02,H2O neg ,env,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,0,,,0.285852581262589,0,12332,0,12332,,,,,,,,,,,,,,,,gag,,,,,,,,,,,0,1015.66094047158,1015.66094047158,,,,,0.130609601736069,0,,,,,,,,,,,,
E02,H2O neg ,gag,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,0,,,0.285852581262589,0,12332,0,12332,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1015.66094047158,1015.66094047158,,,,,0.130609601736069,0,,,,,,,,,,,,
F01,ACH2 20 copies/rxn ,pol early,1.88616156578064,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,37.7232322692871,,,2.81715321540833,1.18739020824432,13109,21,13088,,,,,,,,,,,,,,,,gag,1.10534764099072,,,1.79855031050111,0.412144971480334,52.5019060733634,,,68.1410360989898,36.8627760477371,1614.02430652437,362.671110987955,364.67571981443,,,,,2.32796025276184,1.50428414344788,,,,,,,1.45563107098779,0.755064210993657,,,60.4045416927786,44.5992704539483
F01,ACH2 20 copies/rxn ,env,1.6165246963501,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,32.330493927002,,,2.48803424835205,0.9772829413414,13109,18,13091,,,,,,,,,,,,,,,,gag,0.947332292275979,,,1.56491852246148,0.32974606209048,48.6476959291199,,,64.9338100187741,32.3615818394658,7292.34429253472,1338.95593153552,1347.13054367206,,,,,2.02810525894165,1.26492118835449,,,,,,,1.25933749749695,0.635327087055005,,,56.875457690046,40.4199341681939
F01,ACH2 20 copies/rxn ,gag,1.70639669895172,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,34.1279335021973,,,2.59821009635925,1.04680550098419,13109,19,13090,,,,,,,,,,,,,,,,,,,,,,,,,,,8175.73568564967,1337.21889373336,1347.13054367206,,,,,2.128258228302,1.34443378448486,,,,,,,,,,,,
F02,ACH2-C,pol early,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,0,,,0.278511732816696,0,12657,0,12657,,,,,,,,,,,,,,,,gag,,,,,,,,,,,0,368.737287730075,368.737287730075,,,,,0.127255693078041,0,,,,,,,,,,,,
F02,ACH2-C,env,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,0,,,0.278511732816696,0,12657,0,12657,,,,,,,,,,,,,,,,gag,,,,,,,,,,,0,1349.74883952672,1349.74883952671,,,,,0.127255693078041,0,,,,,,,,,,,,
F02,ACH2-C,gag,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,0,,,0.278511732816696,0,12657,0,12657,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1349.74883952672,1349.74883952671,,,,,0.127255693078041,0,,,,,,,,,,,,
G01,ACH2 4 copies/rxn,pol early,0.372477620840073,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,7.44955253601074,,,0.878398001194,0.11238270252943,12636,4,12632,,,,,,,,,,,,,,,,gag,2.00015827436453,,,5.68073271387846,0,66.6684251779412,,,107.559381954147,25.7774684017356,1417.98770141602,355.03660425859,355.37308767016,,,,,0.594996154308319,0.213880851864815,,,,,,,3.8066859524064,0.193630596322661,,,86.7388371236333,46.5980132322492
G01,ACH2 4 copies/rxn,env,0.372477620840073,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,7.44955253601074,,,0.878398001194,0.11238270252943,12636,4,12632,,,,,,,,,,,,,,,,gag,2.00015827436453,,,5.68073271387846,0,66.6684251779412,,,107.559381954147,25.7774684017356,6376.00091552734,1303.769978333,1305.37562282088,,,,,0.594996154308319,0.213880851864815,,,,,,,3.8066859524064,0.193630596322661,,,86.7388371236333,46.5980132322492
G01,ACH2 4 copies/rxn,gag,0.186224073171616,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,3.7244815826416,,,0.596579790115356,0.0282110534608364,12636,2,12634,,,,,,,,,,,,,,,,,,,,,,,,,,,9235.3232421875,1304.12028838691,1305.37562282088,,,,,0.358041942119598,0.0808176249265671,,,,,,,,,,,,
G02,triple pos control ,pol early,79.6071548461914,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,1592.14306640625,,,85.1656112670898,74.074836730957,12105,792,11313,,,,,,,,,,,,,,,,gag,0.955016181496357,,,1.04807055135627,0.861961811636439,48.8495282307788,,,51.2841755567561,46.4148809048015,1352.54250042848,357.381586304628,422.492486262175,,,,,82.439826965332,76.7813034057617,,,,,,,1.00249259408919,0.907539768903528,,,50.0916872088056,47.607369252752
G02,triple pos control ,env,79.9191818237305,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,1598.38366699219,,,85.4889144897461,74.3756866455078,12105,795,11310,,,,,,,,,,,,,,,,gag,0.958759448206352,,,1.05208846360011,0.865430432812594,48.9472788036476,,,51.379787913835,46.5147696934602,8748.82698199194,1061.14338569945,1566.03462560466,,,,,82.7575836181641,77.0876007080078,,,,,,,1.00637600078421,0.911142895628492,,,50.1883472693619,47.7062103379332
G02,triple pos control ,gag,83.3568649291992,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,1667.13732910156,,,89.0496368408203,77.6915130615234,12105,828,11277,,,,,,,,,,,,,,,,,,,,,,,,,,,8802.45573801234,1034.70921272237,1566.03462560466,,,,,86.2578964233398,80.4629745483398,,,,,,,,,,,,
H01,ACH2 4 copies/rxn,pol early,0.610783398151398,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,12.2156677246094,,,1.24877977371216,0.239185705780983,11560,6,11554,,,,,,,,,,,,,,,,gag,1.50012981441479,,,3.47919369401014,0,60.0020769227909,,,91.6638107913846,28.3403430541972,1291.99057006836,361.807302480588,362.29009656411,,,,,0.897961139678955,0.392595529556274,,,,,,,2.48712897537119,0.513130653458396,,,75.792423603827,44.2117302417548
H01,ACH2 4 copies/rxn,env,0.305352032184601,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,6.10704040527344,,,0.809458136558533,0.0724630504846573,11560,3,11557,,,,,,,,,,,,,,,,gag,0.749967482349156,,,1.93902600259131,0,42.8560810365687,,,81.6839246444296,4.02823742870785,8829.18522135417,1340.27681945077,1342.22030779037,,,,,0.522811055183411,0.158671393990517,,,,,,,1.33918938159532,0.16074558310299,,,62.096694820319,23.6154672528184
H01,ACH2 4 copies/rxn,gag,0.407153695821762,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,8.14307403564453,,,0.960192203521729,0.122843787074089,11560,4,11556,,,,,,,,,,,,,,,,,,,,,,,,,,,8303.31286621094,1339.81079150154,1342.22030779037,,,,,0.650393426418304,0.233790770173073,,,,,,,,,,,,
H02,plasmid mix control ,pol early,13.8989267349243,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,277.978546142578,,,16.1179447174072,11.6840858459473,12857,151,12706,,,,,,,,,,,,,,,,gag,0.797748898024458,,,0.968414527791076,0.627083268257839,44.3748789890013,,,49.6555365483627,39.0942214296399,1657.32583517112,350.680925108365,366.026914174203,,,,,15.0305557250977,12.7683839797974,,,,,,,0.884823151788218,0.710674644260697,,,47.0690905709826,41.68066740702
H02,plasmid mix control ,env,14.4546070098877,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,289.092132568359,,,16.7178611755371,12.1957006454468,12857,157,12700,,,,,,,,,,,,,,,,gag,0.829642966930662,,,1.00523652695203,0.654049406909294,45.3445279721671,,,50.589895009057,40.0991609352772,5066.60471455762,1067.02175364817,1115.86164824744,,,,,15.6087846755981,13.3015623092651,,,,,,,0.919231443462858,0.740054490398466,,,48.0207334185968,42.6683225257374
H02,plasmid mix control ,gag,17.4226837158203,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Hi,348.453674316406,,,19.9092674255371,14.9413452148438,12857,189,12668,,,,,,,,,,,,,,,,,,,,,,,,,,,6836.50592912946,1030.51259795641,1115.86164824744,,,,,18.6906929016113,16.1560401916504,,,,,,,,,,,,
