Well,Sample,Target,Conc(copies/µL),Status,Experiment,SampleType,TargetType,Supermix,DyeName(s),Copies/20µLWell,TotalConfMax,TotalConfMin,PoissonConfMax,PoissonConfMin,Accepted Droplets,Positives,Negatives,Ch1+Ch2+,Ch1+Ch2-,Ch1-Ch2+,Ch1-Ch2-,Linkage,CNV,TotalCNVMax,TotalCNVMin,PoissonCNVMax,PoissonCNVMin,ReferenceCopies,UnknownCopies,Threshold1,Threshold2,Threshold3,ReferenceUsed,Ratio,TotalRatioMax,TotalRatioMin,PoissonRatioMax,PoissonRatioMin,Fractional Abundance,TotalFractionalAbundanceMax,TotalFractionalAbundanceMin,PoissonFractionalAbundanceMax,PoissonFractionalAbundanceMin,MeanAmplitudeOfPositives,MeanAmplitudeOfNegatives,MeanAmplitudeTotal,ExperimentComments,MergedWells,TotalConfidenceMax68,TotalConfidenceMin68,PoissonConfidenceMax68,PoissonConfidenceMin68,TotalCNVMax68,TotalCNVMin68,PoissonCNVMax68,PoissonCNVMin68,TotalRatioMax68,TotalRatioMin68,PoissonRatioMax68,PoissonRatioMin68,TotalFractionalAbundanceMax68,TotalFractionalAbundanceMin68,PoissonFractionalAbundanceMax68,PoissonFractionalAbundanceMin68
B02,,RPP30 early,650.58642578125,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,13011.728515625,,,666.96826171875,634.429565429688,14836,6302,8534,,,,,,,,,,,,,,,,RPP30 late,0.981807487142294,,,1.01641935680656,0.94719561747803,49.5410121069847,,,50.4222681945082,48.6597560194613,14884.0366455775,2490.37760661742,7754.92595277046,,,,,658.916015625,642.3154296875,,,,,,,0.999465783559809,0.964149190724779,,,49.9906116624025,49.091412551567
B02,,RPP30 late,662.641540527344,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,13252.8310546875,,,679.222106933594,646.291320800781,14836,6389,8447,,,,,,,,,,,,,,,,,,,,,,,,,,,6842.25634211542,863.690475577671,3438.31013864788,,,,,671.071838378906,654.271179199219,,,,,,,,,,,,
C01,,DeltaD,2.57346868515015,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,51.4693756103516,,,3.69915008544922,1.70369935035706,11899,26,11873,,,,,,,,,,,,,,,,RPP30 late,0.00227232733947469,,,0.00315495279901571,0.00138970187993366,0.226717557443351,,,0.314580343697801,0.138854771188902,8112.67431640625,8463.6326442048,8462.86578005463,,,,,3.11114311218262,2.10180568695068,,,,,,,0.00271879061117821,0.00182586406777117,,,0.271161671974726,0.182273442911977
C01,,RPP30 early,1073.94226074219,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,21478.845703125,,,1100.04528808594,1048.40588378906,11899,7123,4776,,,,,,,,,,,,,,,,RPP30 late,0.94827202451828,,,0.98031923181206,0.916224817224501,48.6724652710006,,,49.5167540174582,47.828176524543,13468.2641886045,997.737458425551,8462.86578005463,,,,,1087.18774414063,1060.84436035156,,,,,,,0.964620559512258,0.931923489524303,,,49.103170011977,48.2417605300242
C01,,RPP30 late,1132.52551269531,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,22650.509765625,,,1159.73156738281,1105.93432617188,11899,7355,4544,,,,,,,,,,,,,,,,,,,,,,,,,,,6789.64872226987,851.544941069375,4522.00071976756,,,,,1146.32751464844,1118.88354492188,,,,,,,,,,,,
C02,,DeltaD,0.654659926891327,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,13.0931987762451,,,1.27523958683014,0.278092414140701,12583,7,12576,,,,,,,,,,,,,,,,RPP30 late,0.000765753329871328,,,0.00134924350494821,0.000182263154794447,0.0765167400386573,,,0.134776498176512,0.0182569819008022,8490.7001953125,7472.19396157058,7472.76056282913,,,,,0.936462879180908,0.436056524515152,,,,,,,0.00105857609038772,0.000472930569354939,,,0.105754221548429,0.0472792585288854
C02,,RPP30 early,858.6025390625,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,17172.05078125,,,880.108093261719,837.483032226563,12583,6518,6065,,,,,,,,,,,,,,,,RPP30 late,1.00430425983936,,,1.03958185029234,0.969026669386389,50.1073754101513,,,50.9855312930539,49.2292195272487,13491.9243396292,1004.02033246096,7472.76056282913,,,,,869.525573730469,847.779907226563,,,,,,,1.02230156603162,0.986306953647109,,,50.5553776718192,49.6593731484833
C02,,RPP30 late,854.922729492188,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,17098.455078125,,,876.362731933594,833.866455078125,12583,6499,6084,,,,,,,,,,,,,,,,,,,,,,,,,,,6868.61321765097,883.737392914601,3974.86891838243,,,,,865.812744140625,844.132690429688,,,,,,,,,,,,
D01,,DeltaD,2.6949565410614,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,53.8991317749023,,,3.9908549785614,1.71609604358673,9615,22,9593,,,,,,,,,,,,,,,,RPP30 late,0.00259557595529929,,,0.00369324663865894,0.00149790527193964,0.258885638192265,,,0.368085099855818,0.149686176528712,8622.02257191051,8330.06903482734,8330.73705124087,,,,,3.31076288223267,2.16086483001709,,,,,,,0.00315047281081686,0.00204067909978171,,,0.314088385992594,0.203682890391936
D01,,RPP30 early,1032.68273925781,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,20653.654296875,,,1060.89794921875,1005.12835693359,9615,5618,3997,,,,,,,,,,,,,,,,RPP30 late,0.994601006224209,,,1.03255639827943,0.956645614168989,49.8646598051705,,,50.8186884489837,48.9106311613573,13544.1263136139,1003.03605649183,8330.73705124087,,,,,1046.99365234375,1018.54370117188,,,,,,,1.01396328537456,0.97523872707386,,,50.3513408251443,49.3779787851967
D01,,RPP30 late,1038.28845214844,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,20765.76953125,,,1066.62023925781,1010.623046875,9615,5637,3978,,,,,,,,,,,,,,,,,,,,,,,,,,,6846.92355916753,867.396804993688,4373.02263060764,,,,,1052.65808105469,1024.09216308594,,,,,,,,,,,,
D02,,DeltaD,0.128023356199265,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,2.56046724319458,,,0.611565172672272,0.00537670031189919,9190,1,9189,,,,,,,,,,,,,,,,RPP30 late,1.19243245467498E-05,,,4.03239561578972E-05,0,0.00119241823589294,,,0.00403231366893423,0,20260.119140625,13323.7809703635,13324.535740567,,,,,0.318675965070724,0.0346929505467415,,,,,,,2.52287827537019E-05,0,,,0.00252283232782015,0
D02,,RPP30 early,10736.3193359375,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,214726.390625,,,14465.8310546875,8896.78515625,9190,9189,1,,,,,,,,,,,,,,,,RPP30 late,1,,,1.36678399703919,0.633216002960811,50,,,59.1695999259797,40.8304000740203,13325.7762341841,1925.63989257813,13324.535740567,,,,,12272.3623046875,9663.517578125,,,,,,,1.17182162149744,0.828178378502559,,,54.295540537436,45.704459462564
D02,,RPP30 late,10736.3193359375,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,214726.390625,,,14465.8310546875,8896.78515625,9190,9189,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6877.92499173179,1855.46459960938,6877.37847808738,,,,,12272.3623046875,9663.517578125,,,,,,,,,,,,
E01,,DeltaD,1.60961925983429,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,32.1923866271973,,,2.57429957389832,0.922900974750519,10971,15,10956,,,,,,,,,,,,,,,,RPP30 late,0.00150983038243871,,,0.0022852654642547,0.000734395300622726,0.150755423125719,,,0.228065305454249,0.0734455407971881,7958.73821614583,8591.86421254587,8590.99857678378,,,,,2.06221175193787,1.22879922389984,,,,,,,0.00190117993319376,0.00111848083168366,,,0.189772471009781,0.111738375241656
E01,,RPP30 early,1075.68579101563,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,21513.71484375,,,1102.9169921875,1049.07067871094,10971,6574,4397,,,,,,,,,,,,,,,,RPP30 late,1.00899829528643,,,1.04475107528485,0.973245515288016,50.2239497989507,,,51.1097804022936,49.3381191956079,13664.6290135025,1005.36143987472,8590.99857678378,,,,,1089.50048828125,1062.03137207031,,,,,,,1.02723716667826,0.990759423894607,,,50.6758461395998,49.7720534583017
E01,,RPP30 late,1066.0927734375,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,21321.85546875,,,1093.13671875,1039.65661621094,10971,6538,4433,,,,,,,,,,,,,,,,,,,,,,,,,,,6919.73493296103,883.373562968345,4480.65098863714,,,,,1079.81298828125,1052.53076171875,,,,,,,,,,,,
E02,,DeltaD,1.89407670497894,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,37.881534576416,,,2.88409733772278,1.16190373897552,11811,19,11792,,,,,,,,,,,,,,,,RPP30 late,0.00134025391357689,,,0.0019503405199832,0.000730167307170577,0.133846003727376,,,0.194691458355124,0.0730005490996288,7861.92369962993,9657.21295993914,9654.324932173,,,,,2.36238384246826,1.4922776222229,,,,,,,0.00164849636741745,0.00103201145973632,,,0.164587790291055,0.103104217163698
E02,,RPP30 early,1396.78173828125,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,27935.634765625,,,1429.25,1365.18542480469,11811,8208,3603,,,,,,,,,,,,,,,,RPP30 late,0.988366620117945,,,1.02039454617034,0.956338694065547,49.7074639112236,,,50.5175587954072,48.8973690270401,13450.7539543762,1005.67397068436,9654.324932173,,,,,1413.23522949219,1380.55517578125,,,,,,,1.00470440799468,0.972028832241205,,,50.1207019821549,49.2942258402924
E02,,RPP30 late,1413.22229003906,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,28264.4453125,,,1446.02221679688,1381.31213378906,11811,8258,3553,,,,,,,,,,,,,,,,,,,,,,,,,,,6800.75467935212,867.982281054371,5016.05056190636,,,,,1429.8427734375,1396.83349609375,,,,,,,,,,,,
F01,,DeltaD,3.0451807975769,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,60.9036178588867,,,4.25226974487305,2.09207606315613,11992,31,11961,,,,,,,,,,,,,,,,RPP30 late,0.00272661605197509,,,0.00369588344224859,0.00175734866170158,0.271920183260973,,,0.368320512237529,0.175519854284418,8036.91966198337,8473.73381342655,8472.60462407578,,,,,3.62455892562866,2.53126955032349,,,,,,,0.0032171866592596,0.00223604544469058,,,0.320710814621336,0.223129551900611
F01,,RPP30 early,1060.896484375,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,21217.9296875,,,1086.65368652344,1035.69116210938,11992,7125,4867,,,,,,,,,,,,,,,,RPP30 late,0.949913182850274,,,0.981987717384274,0.917838648316273,48.7156654565381,,,49.5592523268843,47.8720785861919,13565.4808708882,1016.93516475003,8472.60462407578,,,,,1073.96740722656,1047.96911621094,,,,,,,0.966275774172866,0.933550591527681,,,49.1460151842933,48.285315728783
F01,,RPP30 late,1116.83520507813,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,22336.703125,,,1143.63903808594,1090.62841796875,11992,7351,4641,,,,,,,,,,,,,,,,,,,,,,,,,,,6838.6751115986,858.101477029739,4524.14523851371,,,,,1130.43432617188,1103.39147949219,,,,,,,,,,,,
F02,,DeltaD,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,0,,,0.249934792518616,0,14104,0,14104,,,,,,,,,,,,,,,,RPP30 late,,,,,,,,,,,0,1016.03963786367,1016.03963786367,,,,,0.114199258387089,0,,,,,,,,,,,,
F02,,RPP30 early,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,0,,,0.249934792518616,0,14104,0,14104,,,,,,,,,,,,,,,,RPP30 late,,,,,,,,,,,0,1016.03963786367,1016.03963786367,,,,,0.114199258387089,0,,,,,,,,,,,,
F02,,RPP30 late,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,0,,,0.249934792518616,0,14104,0,14104,,,,,,,,,,,,,,,,,,,,,,,,,,,0,898.438656037191,898.438656037191,,,,,0.114199258387089,0,,,,,,,,,,,,
G01,,DeltaD,1.91106176376343,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,38.2212371826172,,,2.94156241416931,1.15529048442841,11090,18,11072,,,,,,,,,,,,,,,,RPP30 late,0.00183638961584294,,,0.00269586379528997,0.000976915436395925,0.183302347057598,,,0.268934966514824,0.097669727600373,8432.79676649305,8455.42750329089,8455.39077170729,,,,,2.39771056175232,1.49535393714905,,,,,,,0.00227057564081679,0.0014022035908691,,,0.226561920805528,0.140042773309668
G01,,RPP30 early,1026.61572265625,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,20532.314453125,,,1052.74877929688,1001.05059814453,11090,6456,4634,,,,,,,,,,,,,,,,RPP30 late,0.986502104900267,,,1.02157069852098,0.951433511279553,49.6602597332659,,,50.5489292645147,48.7715902020172,13794.7673637834,1016.6736205541,8455.39077170729,,,,,1039.87634277344,1013.5029296875,,,,,,,1.00439207352694,0.968612136273594,,,50.1136075408646,49.2069119256672
G01,,RPP30 late,1040.66247558594,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,20813.25,,,1067.06677246094,1014.837890625,11090,6511,4579,,,,,,,,,,,,,,,,,,,,,,,,,,,6974.53715774567,892.98246534872,4463.49667654771,,,,,1054.06005859375,1027.41589355469,,,,,,,,,,,,
G02,,DeltaD,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,0,,,0.25110998749733,0,14038,0,14038,,,,,,,,,,,,,,,,RPP30 late,,,,,,,,,,,0,987.064231775819,987.064231775819,,,,,0.114736191928387,0,,,,,,,,,,,,
G02,,RPP30 early,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,0,,,0.25110998749733,0,14038,0,14038,,,,,,,,,,,,,,,,RPP30 late,,,,,,,,,,,0,987.064231775819,987.064231775819,,,,,0.114736191928387,0,,,,,,,,,,,,
G02,,RPP30 late,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,0,,,0.25110998749733,0,14038,0,14038,,,,,,,,,,,,,,,,,,,,,,,,,,,0,863.667005446277,863.667005446277,,,,,0.114736191928387,0,,,,,,,,,,,,
H01,,DeltaD,2.24750471115112,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,44.9500961303711,,,3.30110716819763,1.44660747051239,12051,23,12028,,,,,,,,,,,,,,,,RPP30 late,0.00177589971402333,,,0.0025097252742617,0.00104207415378495,0.177275148516778,,,0.250397757085793,0.104152539947764,7978.25590183424,9210.06917547157,9207.71819171143,,,,,2.74889278411865,1.81125068664551,,,,,,,0.002146935102323,0.00140486432572366,,,0.21424725324297,0.140303043790587
H01,,RPP30 early,1261.55773925781,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,25231.154296875,,,1291.04614257813,1232.79040527344,12051,7927,4124,,,,,,,,,,,,,,,,RPP30 late,0.996838857447547,,,1.02937868639343,0.964299028501659,49.9208463281686,,,50.7369197374767,49.1047729188604,13473.5553578011,1008.08404632036,9207.71819171143,,,,,1276.51049804688,1246.79260253906,,,,,,,1.01343830816042,0.980239406734673,,,50.3371475434707,49.5045451128664
H01,,RPP30 late,1265.55834960938,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,25311.16796875,,,1295.1240234375,1236.71752929688,12051,7941,4110,,,,,,,,,,,,,,,,,,,,,,,,,,,6778.28028997794,849.968798033628,4756.42648266808,,,,,1280.55004882813,1250.75537109375,,,,,,,,,,,,
H02,,DeltaD,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Lo,0,,,0.23032021522522,0,15305,0,15305,,,,,,,,,,,,,,,,RPP30 late,,,,,,,,,,,0,1014.66390538781,1014.66390538781,,,,,0.105237513780594,0,,,,,,,,,,,,
H02,,RPP30 early,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),FAM Hi,0,,,0.23032021522522,0,15305,0,15305,,,,,,,,,,,,,,,,RPP30 late,,,,,,,,,,,0,1014.66390538781,1014.66390538781,,,,,0.105237513780594,0,,,,,,,,,,,,
H02,,RPP30 late,0,Manual,DQ,Unknown,Unknown,ddPCR Supermix for Probes (no dUTP),HEX Lo,0,,,0.23032021522522,0,15305,0,15305,,,,,,,,,,,,,,,,,,,,,,,,,,,0,896.40862995635,896.40862995635,,,,,0.105237513780594,0,,,,,,,,,,,,
